date,state,latitude,longitude,state_area_km2,region,national_share_percentage,consumption_mega_units,thermal_actual_mega_units,thermal_estimated_mega_units,nuclear_actual_mega_units,nuclear_estimated_mega_units,hydro_actual_mega_units,hydro_estimated_mega_units,total_generation_actual_mega_units,total_generation_estimated_mega_units,power_supplier
2019-06-15,Gujarat,22.2587,71.1924,196024.0,Western,5.96,297.7,1267.36,1233.94,32.64,44.39,26.09,9.16,1326.09,1287.4900000000002,NHPC Ltd
2019-06-15,Telangana,18.1124,79.0193,112077.0,Southern,3.49,157.7,583.77,546.93,46.86,62.39,57.72,38.69,688.35,648.01,NLC India Limited
2019-06-15,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,168.6,583.77,546.93,46.86,62.39,57.72,38.69,688.35,648.01,NHPC Ltd
2019-06-15,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,58.6,716.68,757.56,27.03,34.54,299.27,339.63,1042.98,1131.73,Adani Power
2019-06-15,Goa,15.491997,73.81800065,3702.0,Western,0.11,11.5,1267.36,1233.94,32.64,44.39,26.09,9.16,1326.09,1287.4900000000002,NHPC Ltd
2019-06-15,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,6.3,34.65,42.09,0.0,0.0,22.8,17.19,57.45,59.28,SJVN Ltd
2019-06-15,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.2,34.65,42.09,0.0,0.0,22.8,17.19,57.45,59.28,Reliance Power
2019-06-15,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,107.2,716.68,757.56,27.03,34.54,299.27,339.63,1042.98,1131.73,NTPC Ltd
2019-06-15,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,84.1,507.69,501.09,0.0,0.0,66.73,73.26,574.42,574.35,Torrent Power
2019-06-15,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,221.5,716.68,757.56,27.03,34.54,299.27,339.63,1042.98,1131.73,NHPC Ltd
2019-06-15,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,351.6,1267.36,1233.94,32.64,44.39,26.09,9.16,1326.09,1287.4900000000002,Reliance Power
2019-06-15,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrent Power
2019-06-15,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,283.2,583.77,546.93,46.86,62.39,57.72,38.69,688.35,648.01,NHPC Ltd
2019-06-15,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,202.8,583.77,546.93,46.86,62.39,57.72,38.69,688.35,648.01,Power Grid Corporation of India Ltd
2019-06-15,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,95.3,716.68,757.56,27.03,34.54,299.27,339.63,1042.98,1131.73,Power Grid Corporation of India Ltd
2019-06-15,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,2.0,34.65,42.09,0.0,0.0,22.8,17.19,57.45,59.28,Adani Green Energy Ltd
2019-06-15,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,239.0,716.68,757.56,27.03,34.54,299.27,339.63,1042.98,1131.73,NLC India Limited
2019-06-15,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,214.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reliance Power
2019-06-15,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,6.4,583.77,546.93,46.86,62.39,57.72,38.69,688.35,648.01,SJVN Ltd
2019-06-15,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,69.0,507.69,501.09,0.0,0.0,66.73,73.26,574.42,574.35,Adani Power
2019-06-15,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,51.6,716.68,757.56,27.03,34.54,299.27,339.63,1042.98,1131.73,Reliance Power
2019-06-15,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,22.6,34.65,42.09,0.0,0.0,22.8,17.19,57.45,59.28,Adani Power
2019-06-15,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.6,34.65,42.09,0.0,0.0,22.8,17.19,57.45,59.28,Reliance Power
2019-06-15,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,23.5,507.69,501.09,0.0,0.0,66.73,73.26,574.42,574.35,NTPC Ltd
2019-06-15,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,3.4,34.65,42.09,0.0,0.0,22.8,17.19,57.45,59.28,Tata Power
2019-06-16,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.2,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,Power Grid Corporation of India Ltd
2019-06-16,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,112.4,507.36,475.77,0.0,0.0,66.73,73.4,574.09,549.17,Reliance Power
2019-06-16,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,103.7,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,Tata Power
2019-06-16,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,35.6,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,Power Grid Corporation of India Ltd
2019-06-16,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,361.6,1275.09,1172.05,32.64,44.31,26.09,11.22,1333.82,1227.58,NLC India Limited
2019-06-16,Telangana,18.1124,79.0193,112077.0,Southern,3.49,140.1,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58,Adani Green Energy Ltd
2019-06-16,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,272.9,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58,Tata Power
2019-06-16,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,3.1,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,NHPC Ltd
2019-06-16,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,82.2,507.36,475.77,0.0,0.0,66.73,73.4,574.09,549.17,Adani Green Energy Ltd
2019-06-16,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,249.1,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,NTPC Ltd
2019-06-16,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,3.3,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,NHPC Ltd
2019-06-16,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,97.9,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,Torrent Power
2019-06-16,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,197.3,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58,NTPC Ltd
2019-06-16,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,2.0,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,JSW Energy
2019-06-16,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,69.8,507.36,475.77,0.0,0.0,66.73,73.4,574.09,549.17,Tata Power
2019-06-16,Goa,15.491997,73.81800065,3702.0,Western,0.11,9.8,1275.09,1172.05,32.64,44.31,26.09,11.22,1333.82,1227.58,Power Grid Corporation of India Ltd
2019-06-16,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,26.9,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,Reliance Power
2019-06-16,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.9,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,Torrent Power
2019-06-16,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,6.5,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58,NLC India Limited
2019-06-16,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,48.9,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,Tata Power
2019-06-16,Gujarat,22.2587,71.1924,196024.0,Western,5.96,300.2,1275.09,1172.05,32.64,44.31,26.09,11.22,1333.82,1227.58,SJVN Ltd
2019-06-16,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJVN Ltd
2019-06-16,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,162.7,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58,NHPC Ltd
2019-06-16,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,22.3,507.36,475.77,0.0,0.0,66.73,73.4,574.09,549.17,NTPC Ltd
2019-06-16,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,16.2,1275.09,1172.05,32.64,44.31,26.09,11.22,1333.82,1227.58,Reliance Power
2019-06-16,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.9,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,Torrent Power
2019-06-16,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,22.5,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,Power Grid Corporation of India Ltd
2019-06-16,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adani Green Energy Ltd
2019-06-16,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.2,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,Adani Power
2019-06-16,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,61.2,574.64,518.78,46.86,56.21,57.72,45.59,679.22,620.58,Adani Green Energy Ltd
2019-06-16,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,63.7,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,NHPC Ltd
2019-06-16,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.1,34.65,39.87,0.0,0.0,22.8,17.25,57.45,57.12,Reliance Power
2019-06-16,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,221.8,719.31,674.78,27.03,34.6,299.27,335.53,1045.61,1044.9099999999999,Tata Power
2019-06-17,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,219.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JSW Energy
2019-06-17,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.1,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,NHPC Ltd
2019-06-17,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,102.8,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,JSW Energy
2019-06-17,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,8.8,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82,Tata Power
2019-06-17,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,158.0,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,NHPC Ltd
2019-06-17,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,225.8,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82,Tata Power
2019-06-17,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,85.2,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82,Torrent Power
2019-06-17,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,184.1,507.36,497.52,0.0,0.0,66.73,60.67,574.09,558.1899999999999,Adani Green Energy Ltd
2019-06-17,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.8,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,NHPC Ltd
2019-06-17,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,28.4,507.36,497.52,0.0,0.0,66.73,60.67,574.09,558.1899999999999,JSW Energy
2019-06-17,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.1,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,Adani Power
2019-06-17,Gujarat,22.2587,71.1924,196024.0,Western,5.96,382.1,1275.09,1208.57,32.64,41.71,26.09,13.2,1333.82,1263.48,SJVN Ltd
2019-06-17,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,348.9,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82,JSW Energy
2019-06-17,Goa,15.491997,73.81800065,3702.0,Western,0.11,11.8,1275.09,1208.57,32.64,41.71,26.09,13.2,1333.82,1263.48,Tata Power
2019-06-17,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,17.7,1275.09,1208.57,32.64,41.71,26.09,13.2,1333.82,1263.48,Power Grid Corporation of India Ltd
2019-06-17,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,27.9,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,Power Grid Corporation of India Ltd
2019-06-17,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,26.0,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,NTPC Ltd
2019-06-17,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,92.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Power Grid Corporation of India Ltd
2019-06-17,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.0,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,NTPC Ltd
2019-06-17,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,93.9,507.36,497.52,0.0,0.0,66.73,60.67,574.09,558.1899999999999,Adani Power
2019-06-17,Telangana,18.1124,79.0193,112077.0,Southern,3.49,172.2,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82,NHPC Ltd
2019-06-17,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.3,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,NHPC Ltd
2019-06-17,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,44.0,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,NHPC Ltd
2019-06-17,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,193.1,576.35,518.21,46.86,55.63,57.72,53.98,680.9300000000001,627.82,Torrent Power
2019-06-17,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,412.7,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,Torrent Power
2019-06-17,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,507.0,1275.09,1208.57,32.64,41.71,26.09,13.2,1333.82,1263.48,Power Grid Corporation of India Ltd
2019-06-17,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,41.8,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,Adani Green Energy Ltd
2019-06-17,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,226.8,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,Power Grid Corporation of India Ltd
2019-06-17,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,5.1,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,JSW Energy
2019-06-17,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,146.2,719.31,666.26,27.03,34.7,299.27,338.31,1045.61,1039.27,SJVN Ltd
2019-06-17,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,106.2,507.36,497.52,0.0,0.0,66.73,60.67,574.09,558.1899999999999,Power Grid Corporation of India Ltd
2019-06-17,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.2,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,NLC India Limited
2019-06-17,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,4.4,34.65,39.86,0.0,0.0,22.8,19.07,57.45,58.93,Adani Green Energy Ltd
2019-06-18,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,359.7,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001,JSW Energy
2019-06-18,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,158.9,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,Tata Power
2019-06-18,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,513.6,1275.09,1220.93,32.64,41.2,26.09,15.39,1333.82,1277.5200000000002,SJVN Ltd
2019-06-18,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.2,1275.09,1220.93,32.64,41.2,26.09,15.39,1333.82,1277.5200000000002,Reliance Power
2019-06-18,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.2,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,NLC India Limited
2019-06-18,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,221.7,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001,Reliance Power
2019-06-18,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,5.3,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,NTPC Ltd
2019-06-18,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,9.1,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001,Torrent Power
2019-06-18,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,230.7,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,NLC India Limited
2019-06-18,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,5.1,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,Tata Power
2019-06-18,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.1,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,Torrent Power
2019-06-18,Goa,15.491997,73.81800065,3702.0,Western,0.11,12.4,1275.09,1220.93,32.64,41.2,26.09,15.39,1333.82,1277.5200000000002,Power Grid Corporation of India Ltd
2019-06-18,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,45.1,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,Adani Green Energy Ltd
2019-06-18,Telangana,18.1124,79.0193,112077.0,Southern,3.49,173.0,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001,NLC India Limited
2019-06-18,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.6,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,Tata Power
2019-06-18,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,28.7,507.36,500.64,0.0,0.0,66.73,46.87,574.09,547.51,JSW Energy
2019-06-18,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,85.0,507.36,500.64,0.0,0.0,66.73,46.87,574.09,547.51,Torrent Power
2019-06-18,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.1,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,NLC India Limited
2019-06-18,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.8,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,SJVN Ltd
2019-06-18,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,222.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrent Power
2019-06-18,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,167.3,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,Adani Power
2019-06-18,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NTPC Ltd
2019-06-18,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,29.2,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,SJVN Ltd
2019-06-18,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,27.6,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,Tata Power
2019-06-18,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,86.8,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001,Reliance Power
2019-06-18,Gujarat,22.2587,71.1924,196024.0,Western,5.96,387.9,1275.09,1220.93,32.64,41.2,26.09,15.39,1333.82,1277.5200000000002,Tata Power
2019-06-18,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,201.7,572.11,558.2,46.86,53.84,57.72,52.99,676.69,665.0300000000001,Power Grid Corporation of India Ltd
2019-06-18,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,193.3,507.36,500.64,0.0,0.0,66.73,46.87,574.09,547.51,SJVN Ltd
2019-06-18,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,413.5,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,Reliance Power
2019-06-18,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.1,34.65,36.26,0.0,0.0,22.8,22.55,57.45,58.81,Adani Power
2019-06-18,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,107.3,507.36,500.64,0.0,0.0,66.73,46.87,574.09,547.51,Adani Power
2019-06-18,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,110.8,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,NLC India Limited
2019-06-18,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,48.3,723.8,623.0,27.03,34.98,299.27,336.0,1050.1,993.98,Power Grid Corporation of India Ltd
2019-06-19,Nagaland,25.6669979,94.11657019,16579.0,Northeastern,0.5,2.3,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,JSW Energy
2019-06-19,Dadra and Nagar Haveli and Daman and Diu,20.26657819,73.0166178,603.0,Western,0.01,18.0,1275.09,1245.9,32.64,42.54,26.09,18.82,1333.82,1307.26,NTPC Ltd
2019-06-19,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,13.1,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,Reliance Power
2019-06-19,Telangana,18.1124,79.0193,112077.0,Southern,3.49,171.3,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21,Torrent Power
2019-06-19,Kerala,8.900372741,76.56999263,38863.0,Southern,1.18,87.7,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21,NLC India Limited
2019-06-19,Sikkim,27.3333303,88.6166475,7096.0,Northeastern,0.21,1.0,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,Tata Power
2019-06-19,Manipur,24.79997072,93.95001705,22327.0,Northeastern,0.68,2.6,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,Adani Power
2019-06-19,Jharkhand,23.80039349,86.41998572,79714.0,Eastern,2.42,27.5,516.53,508.21,0.0,0.0,66.73,76.39,583.26,584.6,Tata Power
2019-06-19,Meghalaya,25.57049217,91.8800142,22429.0,Northeastern,0.68,5.2,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,Adani Power
2019-06-19,Bihar,25.78541445,87.4799727,94163.0,Eastern,2.86,105.8,516.53,508.21,0.0,0.0,66.73,76.39,583.26,584.6,NHPC Ltd
2019-06-19,Jammu and Kashmir,33.45,76.24,42241.0,Northern,1.28,48.1,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,NHPC Ltd
2019-06-19,Odisha,19.82042971,85.90001746,155707.0,Eastern,4.73,81.5,516.53,508.21,0.0,0.0,66.73,76.39,583.26,584.6,JSW Energy
2019-06-19,Arunachal Pradesh,27.10039878,93.61660071,83743.0,Northeastern,2.54,2.2,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,JSW Energy
2019-06-19,Tamil Nadu,12.92038576,79.15004187,130058.0,Southern,3.95,364.0,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21,Adani Power
2019-06-19,Assam,26.7499809,94.21666744,78438.0,Northeastern,2.38,27.1,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,Torrent Power
2019-06-19,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,202.5,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21,NTPC Ltd
2019-06-19,Karnataka,12.57038129,76.91999711,191791.0,Southern,5.83,219.4,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21,Adani Power
2019-06-19,Chandigarh,30.71999697,76.78000565,114.0,Northern,0.003,5.5,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,NHPC Ltd
2019-06-19,Delhi,28.6699929,77.23000403,1483.0,Northern,0.04,114.0,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,Adani Green Energy Ltd
2019-06-19,West Bengal,22.58039044,88.32994665,88752.0,Eastern,2.7,192.0,516.53,508.21,0.0,0.0,66.73,76.39,583.26,584.6,Reliance Power
2019-06-19,Madhya Pradesh,21.30039105,76.13001949,308350.0,Central,9.37,225.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Power Grid Corporation of India Ltd
2019-06-19,Tripura,23.83540428,91.27999914,10486.0,Northeastern,0.31,5.2,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,NTPC Ltd
2019-06-19,Uttar Pradesh,27.59998069,78.05000565,240928.0,Northern,7.33,428.3,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,Tata Power
2019-06-19,Chhattisgarh,22.09042035,82.15998734,135191.0,Central,4.11,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JSW Energy
2019-06-19,Haryana,28.45000633,77.01999101,44212.0,Northern,1.34,171.5,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,NTPC Ltd
2019-06-19,Goa,15.491997,73.81800065,3702.0,Western,0.11,12.4,1275.09,1245.9,32.64,42.54,26.09,18.82,1333.82,1307.26,Adani Power
2019-06-19,Mizoram,23.71039899,92.72001461,21081.0,Northeastern,0.64,1.9,34.65,40.35,0.0,0.0,22.8,19.66,57.45,60.010000000000005,Adani Green Energy Ltd
2019-06-19,Puducherry,11.93499371,79.83000037,492.0,Southern,0.01,8.8,572.11,570.07,46.86,56.16,57.72,35.98,676.69,662.21,JSW Energy
2019-06-19,Gujarat,22.2587,71.1924,196024.0,Western,5.96,384.3,1275.09,1245.9,32.64,42.54,26.09,18.82,1333.82,1307.26,Adani Green Energy Ltd
2019-06-19,Punjab,31.51997398,75.98000281,50362.0,Northern,1.53,169.5,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,Adani Green Energy Ltd
2019-06-19,Maharashtra,19.25023195,73.16017493,307713.0,Western,9.36,513.9,1275.09,1245.9,32.64,42.54,26.09,18.82,1333.82,1307.26,NTPC Ltd
2019-06-19,Rajasthan,26.44999921,74.63998124,342239.0,Northern,10.55,233.6,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,Reliance Power
2019-06-19,Uttarakhand,30.32040895,78.05000565,53483.0,Northern,1.62,35.8,724.15,675.26,27.03,35.11,299.27,320.97,1050.4499999999998,1031.3400000000001,SJVN Ltd
2019-06-20,Andhra Pradesh,14.7504291,78.57002559,162970.0,Southern,4.87,202.5,571.15,586.94,46.86,55.88,57.72,39.84,675.73,682.6600000000001,NLC India Limited
2019-06-20,Himachal Pradesh,31.10002545,77.16659704,55673.0,Northern,1.7,29.4,724.15,682.11,27.03,34.56,299.27,314.04,1050.4499999999998,1030.71,Adani Green Energy Ltd
