log_timestamp,source_host,source_ip,destination_ip,destination_port,protocol,process_pid_ref
2025-09-15 11:36:43.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 11:39:56.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 11:43:09.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 11:46:22.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 11:49:35.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 11:52:48.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2Methods:09-15 11:56:01.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 11:59:14.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:02:27.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:05:40.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:08:53.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:12:06.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:15:19.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:18:32.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:21:45.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:24:58.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:28:11.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:31:24.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:34:37.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:37:50.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:41:03.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:44:16.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:47:29.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:50:42.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:53:55.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 12:57:08.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:00:21.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:03:34.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:06:47.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:10:00.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:13:13.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:16:26.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:19:39.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:22:52.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:26:05.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:29:18.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:32:31.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2Player-09-15 13:35:44.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:38:57.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:42:10.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:45:23.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:48:36.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:51:49.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2Click-09-15 13:55:02.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 13:58:15.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:01:28.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:04:41.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:07:54.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:11:07.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:14:20.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:17:33.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:20:46.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:23:59.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:27:12.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:30:25.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:33:38.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:36:51.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:40:04.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:43:17.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:46:30.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 14:49:43.123456 UTC,winws1045,10.12.0.101,198.51.100.42,443,TCP,7100
2025-09-15 08:20:37.123012 UTC,winsrv0221,10.20.3.16,10.20.3.1,53,UDP,700
2025-09-15 08:22:01.456345 UTC,winws1206,10.12.0.108,10.12.0.1,389,UDP,2000
2025-09-15 08:24:01.789678 UTC,winws1214,10.12.0.116,10.12.0.1,389,UDP,2600
2025-09-15 08:26:01.123012 UTC,winws1222,10.12.0.124,10.12.0.1,389,UDP,3200
2025-09-15 08:22:19.456345 UTC,winws0158,10.15.0.28,10.15.0.1,389,UDP,4300
2025-09-15 08:23:19.123012 UTC,winws0162,10.15.0.32,10.15.0.1,389,UDP,4410
2025-09-15 08:05:11.123456 UTC,winws0012,10.12.0.50,8.8.8.8,53,UDP,10012
2025-09-15 08:05:21.321456 UTC,winws1045,10.12.0.101,8.8.8.8,53,UDP,4100
2025-09-15 08:21:52.456345 UTC,winws1205,10.12.0.107,8.8.8.8,53,UDP,11101
2025-09-15 08:22:34.123012 UTC,winws0159,10.15.0.29,8.8.8.8,53,UDP,4340
